player_name,club,position,dominant_foot,nationality_region,age,height_cm,overall_rating,potential_rating,minutes_last_season,goals_last_season,assists_last_season,xg_per90,xa_per90,progressive_actions_per90,pressures_per90,fitness_score,injury_days_last_12m,matches_missed_last_12m,contract_years_left,wage_eur_week,international_caps,champions_league_minutes,club_reputation,league_strength,form_index,sell_on_potential,release_clause_ratio,market_value_eur,data_source,valuation_source,source_rank,source_url
Leo Schmidt,Sporting CF,CM,Left,South America,23,181,67.4,74.0,236,0,0,0.06,0.08,3.33,15.39,80.8,26,4,3.0,4500,0,0,45.1,54,55.0,84.4,2.01,270000,synthetic_training_sample,model_generated,,
Karim Ndiaye,Athletic Club,CM,Right,Africa,30,189,67.4,68.7,2200,1,3,0.07,0.04,4.44,15.08,84.6,28,4,1.8,4500,0,0,81.0,69,55.8,37.4,1.0,270000,synthetic_training_sample,model_generated,,
Enzo Schmidt,Sporting SC,DM,Right,EU,29,187,68.0,68.2,2393,1,0,0.0,0.05,3.0,16.29,78.5,31,4,1.7,7000,0,210,84.7,69,57.0,31.9,2.15,270000,synthetic_training_sample,model_generated,,
Ivan Dubois,Sporting Town,DM,Right,EU,32,180,70.9,76.1,1263,0,0,0.07,0.08,1.21,17.03,73.8,15,2,5.0,8100,2,0,83.1,76,53.7,46.2,1.68,270000,synthetic_training_sample,model_generated,,
Leo Popescu,Racing Town,AM,Right,EU,18,178,70.1,67.9,3281,7,7,0.06,0.13,2.54,19.84,97.7,9,1,1.9,8500,0,0,66.0,69,77.2,48.0,2.34,270000,synthetic_training_sample,model_generated,,
Daniel Moreau,Olympique SC,ST,Right,EU,31,181,70.1,68.1,2586,5,0,0.2,0.06,1.83,9.86,78.0,11,2,2.2,12600,1,0,81.5,76,66.1,25.8,1.31,270000,synthetic_training_sample,model_generated,,
Mateo Silva,City FC,FB,Right,EU,18,173,65.9,75.1,2466,0,0,0.04,0.06,3.06,17.0,84.0,15,2,1.4,4000,0,0,68.4,76,58.5,100.0,1.98,270000,synthetic_training_sample,model_generated,,
Mateo Kovac,Real FC,CB,Right,South America,22,193,67.1,70.4,3195,0,0,0.18,0.0,1.12,9.87,77.5,5,1,2.3,5700,0,0,57.1,62,53.5,88.4,1.08,270000,synthetic_training_sample,model_generated,,
Theo Hansen,Inter Town,CM,Both,EU,26,183,70.3,68.6,3521,0,1,0.0,0.08,1.19,19.79,88.5,45,7,3.6,12600,1,0,67.0,54,53.5,35.0,1.29,270000,synthetic_training_sample,model_generated,,
Rafael Garcia,Olympique Town,AM,Left,EU,21,183,65.6,65.3,1024,0,0,0.15,0.1,2.64,18.49,89.7,18,2,0.7,9000,0,0,72.3,69,49.7,45.9,1.17,270000,synthetic_training_sample,model_generated,,
Enzo Mendes,United SC,CM,Right,EU,30,175,70.3,73.3,2545,3,1,0.04,0.08,3.05,18.72,75.6,33,5,1.1,12500,4,0,62.5,69,66.8,42.6,1.8,270000,synthetic_training_sample,model_generated,,
Oscar Kovac,United Town,FB,Right,EU,22,180,71.7,69.5,1120,0,0,0.01,0.08,3.77,9.59,67.6,8,1,0.4,4800,2,0,53.0,69,53.4,47.8,1.0,270000,synthetic_training_sample,model_generated,,
Enzo Popescu,Athletic FC,CB,Right,EU,29,187,69.6,66.3,1619,0,0,0.04,0.03,0.41,9.03,74.4,5,1,5.2,9600,1,145,70.5,62,61.7,16.3,1.65,260000,synthetic_training_sample,model_generated,,
Hugo Schmidt,United CF,CB,Right,Asia,25,188,69.1,71.0,1577,0,1,0.12,0.02,1.67,5.47,74.4,13,2,0.5,5200,2,0,53.3,62,63.7,61.9,2.11,260000,synthetic_training_sample,model_generated,,
Elias Okafor,City Club,FB,Right,EU,30,176,71.4,71.9,2678,2,2,0.11,0.09,1.92,10.63,74.3,19,3,2.5,6000,5,0,57.8,54,72.4,23.8,1.45,260000,synthetic_training_sample,model_generated,,
Leo Okafor,Real SC,AM,Right,Africa,27,174,67.1,64.4,880,0,1,0.05,0.14,2.94,12.5,72.1,4,1,0.9,11100,1,185,89.5,91,59.1,37.4,1.71,260000,synthetic_training_sample,model_generated,,
Daniel Hansen,Athletic FC,GK,Right,Africa,22,185,59.1,64.5,1031,0,0,0.06,0.06,0.0,3.15,86.7,34,5,0.8,4700,0,0,96.7,91,47.2,89.0,1.38,260000,synthetic_training_sample,model_generated,,
Mateo Silva,Olympique SC,ST,Both,UK/Ireland,34,178,72.9,72.4,2601,4,1,0.15,0.03,3.32,12.14,77.0,68,8,2.9,7700,1,0,75.0,76,67.0,19.9,1.47,260000,synthetic_training_sample,model_generated,,
Theo Ndiaye,Olympique FC,CM,Right,EU,22,173,59.2,59.7,1516,0,0,0.03,0.03,1.9,20.46,93.7,7,1,1.1,3500,0,6,83.2,91,61.8,68.3,1.5,260000,synthetic_training_sample,model_generated,,
Noah Diallo,Olympique SC,CB,Both,EU,26,189,70.3,69.7,1202,0,0,0.07,0.02,3.42,6.9,80.2,9,1,2.4,6200,2,0,52.4,69,56.1,44.1,1.57,260000,synthetic_training_sample,model_generated,,
Arda Santos,Inter Club,GK,Right,EU,17,192,73.3,69.4,3412,0,0,0.03,0.07,0.09,0.29,99.0,31,4,0.7,17800,2,143,82.8,84,50.3,42.6,1.79,260000,synthetic_training_sample,model_generated,,
Luca Bennett,Sporting Club,AM,Left,Africa,28,176,61.8,63.7,80,0,0,0.0,0.06,2.51,16.81,85.3,34,5,5.7,3800,0,202,77.8,76,49.5,37.2,2.26,260000,synthetic_training_sample,model_generated,,
Felix Okafor,Sporting CF,FB,Right,EU,20,191,69.0,71.1,1971,0,0,0.0,0.11,3.19,16.44,85.9,8,1,0.6,6200,0,0,60.5,62,41.3,53.8,2.31,260000,synthetic_training_sample,model_generated,,
Noah Petrov,United CF,ST,Right,EU,27,182,65.9,65.3,1082,2,0,0.16,0.07,0.13,11.03,70.0,8,1,3.1,2600,0,0,65.7,76,64.5,45.4,1.58,260000,synthetic_training_sample,model_generated,,
Milan Petrov,Sporting FC,CB,Left,Africa,21,186,71.1,73.1,1587,0,0,0.07,0.0,3.14,9.05,74.3,69,8,1.5,4500,1,0,59.3,62,63.5,75.2,1.85,260000,synthetic_training_sample,model_generated,,
Arda Moreau,Real Club,AM,Right,EU,28,173,64.4,64.7,1248,0,0,0.0,0.05,3.61,10.88,82.5,7,1,2.5,6700,0,0,74.9,69,54.1,41.4,2.22,260000,synthetic_training_sample,model_generated,,
Enzo Ndiaye,United Club,ST,Right,EU,25,185,69.6,66.8,1222,1,1,0.14,0.09,2.11,9.28,68.9,12,1,1.9,8400,1,0,40.6,54,63.3,34.4,1.98,260000,synthetic_training_sample,model_generated,,
Leo Dubois,Olympique CF,CB,Right,EU,20,194,70.9,79.4,1560,0,0,0.05,0.01,0.68,7.44,88.3,32,4,0.3,6900,0,0,60.3,54,66.6,100.0,2.15,260000,synthetic_training_sample,model_generated,,
Rafael Dubois,Sporting Club,ST,Right,Africa,22,192,63.0,62.3,381,0,0,0.1,0.07,3.04,11.63,82.8,19,3,1.2,6000,0,0,68.3,69,59.0,49.3,1.9,260000,synthetic_training_sample,model_generated,,
Alex Silva,Olympique Club,CB,Right,South America,24,185,70.1,70.6,3673,1,0,0.01,0.04,0.78,13.62,96.4,4,1,1.3,7300,1,0,55.8,54,55.4,44.2,1.39,260000,synthetic_training_sample,model_generated,,
Theo Popescu,Inter CF,GK,Left,Africa,28,176,74.6,73.7,2728,0,0,0.04,0.04,1.85,0.0,87.7,34,4,2.2,13500,6,0,56.4,62,66.0,32.4,1.66,260000,synthetic_training_sample,model_generated,,
Milan Fernandez,Athletic SC,CM,Right,Africa,31,182,70.1,71.1,2066,0,0,0.0,0.03,3.76,17.64,71.9,8,1,1.9,10400,3,0,81.2,76,78.9,53.2,1.79,260000,synthetic_training_sample,model_generated,,
Elias Costa,City Club,AM,Both,Africa,25,181,65.4,68.6,1234,0,0,0.0,0.04,2.02,20.26,85.1,11,2,0.6,1900,0,0,68.0,69,45.3,63.8,1.6,260000,synthetic_training_sample,model_generated,,
Theo Mendes,Athletic Club,W,Left,Africa,21,171,61.5,62.9,1231,0,0,0.09,0.07,2.07,15.15,99.0,37,5,1.3,15400,0,0,71.1,69,51.0,65.4,1.84,260000,synthetic_training_sample,model_generated,,
Mateo Martinez,Sporting Club,CB,Right,Asia,21,190,64.6,65.6,80,0,0,0.0,0.01,1.03,9.31,80.8,29,4,2.3,8500,0,503,100.0,96,55.9,56.8,1.0,260000,synthetic_training_sample,model_generated,,
Luca Okafor,United Town,CB,Right,South America,30,192,76.9,73.3,2933,0,0,0.02,0.05,1.47,8.5,81.9,29,4,5.5,16100,4,0,54.2,62,57.4,18.9,1.67,260000,synthetic_training_sample,model_generated,,
Luca Petrov,City FC,FB,Right,EU,23,185,63.7,61.7,832,0,0,0.05,0.0,2.98,15.28,83.5,25,3,1.2,13100,0,533,100.0,84,48.8,33.9,2.1,260000,synthetic_training_sample,model_generated,,
Luca Diallo,Inter Town,CB,Right,UK/Ireland,24,181,72.0,76.8,1210,0,0,0.04,0.01,0.88,11.31,82.0,39,5,1.5,11600,2,0,55.5,54,50.6,72.0,1.81,260000,synthetic_training_sample,model_generated,,
Rafael Dubois,Sporting FC,W,Right,EU,32,190,70.3,69.9,1932,2,2,0.14,0.2,5.06,14.26,74.9,16,2,1.7,11000,4,0,72.9,69,51.1,22.0,1.91,260000,synthetic_training_sample,model_generated,,
Luca Kovac,Sporting Town,CM,Right,Africa,29,179,69.5,71.5,1444,0,1,0.08,0.13,4.17,15.68,71.9,2,0,0.5,4200,0,0,72.1,69,54.5,63.1,1.53,260000,synthetic_training_sample,model_generated,,
Luca Ndiaye,Inter Club,DM,Left,South America,29,180,65.2,65.6,3052,2,0,0.03,0.04,2.18,23.69,93.8,58,7,2.0,9500,3,0,77.4,84,53.1,25.2,1.07,260000,synthetic_training_sample,model_generated,,
Elias Dubois,Inter Club,FB,Left,EU,27,183,68.6,67.0,1690,0,0,0.05,0.01,4.33,20.03,89.6,3,0,2.8,7700,0,117,75.3,69,56.4,28.1,1.98,260000,synthetic_training_sample,model_generated,,
Nico Aydin,Athletic CF,DM,Left,EU,23,183,56.7,67.8,80,0,0,0.0,0.03,1.32,17.23,83.5,13,2,3.1,5100,0,88,92.8,96,50.1,99.9,2.28,260000,synthetic_training_sample,model_generated,,
Adam Bennett,Athletic Club,ST,Right,EU,22,175,63.6,63.9,861,1,0,0.12,0.05,1.48,12.01,83.4,5,1,1.1,4600,0,409,94.0,91,51.9,49.6,2.04,260000,synthetic_training_sample,model_generated,,
Adam Hansen,City FC,CM,Right,EU,32,176,65.4,64.9,960,0,0,0.01,0.03,3.45,16.97,75.0,35,5,1.1,11200,2,551,90.7,84,57.0,36.2,1.8,260000,synthetic_training_sample,model_generated,,
Alex Martinez,Athletic CF,FB,Left,EU,32,181,75.7,72.1,2088,0,1,0.06,0.1,5.18,13.4,78.1,26,4,4.0,14000,8,359,77.1,69,73.2,21.5,1.78,260000,synthetic_training_sample,model_generated,,
Alex Aydin,Sporting CF,W,Right,EU,29,179,68.0,73.5,200,0,0,0.21,0.27,3.34,10.2,71.3,6,1,2.0,12300,2,0,68.8,62,67.1,63.7,1.69,260000,synthetic_training_sample,model_generated,,
Milan Costa,United CF,AM,Right,EU,27,170,63.9,64.0,735,0,0,0.0,0.08,1.86,17.0,94.8,27,4,1.6,7100,0,97,90.9,84,51.3,34.7,1.22,260000,synthetic_training_sample,model_generated,,
Noah Hansen,Olympique Town,FB,Right,South America,29,163,75.9,75.1,3096,2,3,0.04,0.1,4.29,20.27,89.8,25,4,0.8,7000,2,0,45.0,54,61.2,39.2,1.58,250000,synthetic_training_sample,model_generated,,
Adam Hansen,Racing Club,AM,Left,UK/Ireland,20,174,66.3,68.4,1002,1,1,0.08,0.06,3.73,17.8,86.1,19,3,1.8,10800,0,0,50.0,54,68.1,60.9,1.74,250000,synthetic_training_sample,model_generated,,
Nico Martinez,Olympique FC,CB,Right,North America,19,189,72.9,72.0,2274,1,0,0.09,0.08,1.87,7.07,79.4,1,0,1.3,10000,0,0,67.7,69,61.0,45.4,1.5,250000,synthetic_training_sample,model_generated,,
Alex Garcia,Olympique Town,FB,Right,Africa,20,167,61.5,65.4,1596,0,1,0.12,0.01,2.72,14.13,84.0,40,7,2.4,4800,0,0,85.3,91,46.5,57.4,1.87,250000,synthetic_training_sample,model_generated,,
Enzo Costa,Real Club,FB,Right,Africa,26,182,65.1,66.5,2093,1,1,0.0,0.0,2.14,11.17,85.2,21,3,1.9,3800,0,237,78.4,76,62.2,40.4,2.24,250000,synthetic_training_sample,model_generated,,
Ivan Martinez,Inter FC,CB,Left,Africa,31,180,69.1,68.6,1003,1,0,0.12,0.06,1.59,5.04,70.5,7,1,4.5,8900,4,73,80.9,84,45.4,31.2,2.48,250000,synthetic_training_sample,model_generated,,
Karim Garcia,Real SC,W,Right,UK/Ireland,24,176,65.0,67.0,2737,1,2,0.0,0.09,4.89,18.21,90.1,14,2,2.9,6700,0,0,46.7,54,52.6,68.8,1.95,250000,synthetic_training_sample,model_generated,,
Hugo Mendes,Racing SC,CB,Left,EU,33,192,69.2,66.7,2394,0,1,0.0,0.01,0.35,7.14,98.9,20,2,3.3,13100,4,624,97.7,91,72.2,18.0,1.37,250000,synthetic_training_sample,model_generated,,
Theo Moreau,United CF,CB,Left,UK/Ireland,20,188,62.9,71.2,1862,0,0,0.06,0.0,0.9,11.59,88.1,11,1,1.0,3100,0,0,67.1,76,52.5,93.9,1.87,250000,synthetic_training_sample,model_generated,,
Yusuf Bennett,City CF,DM,Right,EU,24,176,70.6,70.0,1900,0,1,0.01,0.04,2.39,20.49,79.9,5,1,1.5,10000,2,0,56.5,69,64.2,50.9,1.05,250000,synthetic_training_sample,model_generated,,
Karim Diallo,Sporting Town,DM,Left,Africa,31,178,65.6,65.7,1983,0,0,0.09,0.01,2.5,17.52,98.0,10,1,1.9,13500,0,0,83.5,76,49.3,23.4,2.11,250000,synthetic_training_sample,model_generated,,
Theo Aydin,Sporting SC,DM,Right,EU,28,190,65.7,71.7,807,0,0,0.06,0.0,2.56,14.89,68.5,31,4,1.5,9600,0,0,67.7,69,55.6,65.4,1.47,250000,synthetic_training_sample,model_generated,,
Alex Garcia,Racing CF,FB,Left,Africa,25,177,63.4,65.6,893,0,0,0.07,0.04,1.94,15.08,74.7,6,1,1.9,4000,0,0,69.0,69,60.2,47.0,1.31,250000,synthetic_training_sample,model_generated,,
Hugo Okafor,City FC,AM,Left,EU,20,177,63.3,71.9,1343,1,0,0.06,0.09,3.41,16.7,79.0,10,1,0.8,3800,0,0,81.6,91,55.0,79.3,1.0,250000,synthetic_training_sample,model_generated,,
Ivan Silva,Athletic CF,W,Right,EU,26,182,66.9,63.6,229,0,0,0.08,0.23,2.03,15.66,74.2,12,2,2.8,9900,1,0,68.9,76,60.5,32.9,1.83,250000,synthetic_training_sample,model_generated,,
Oscar Popescu,Racing Town,CB,Right,South America,30,187,68.2,65.3,2084,2,0,0.01,0.1,1.77,8.73,86.0,31,4,2.6,5800,3,320,78.7,84,54.6,27.6,1.7,250000,synthetic_training_sample,model_generated,,
Rafael Mendes,Sporting SC,FB,Right,EU,20,182,66.6,68.6,2366,0,0,0.08,0.0,3.11,17.14,87.2,7,1,2.9,10700,0,34,77.4,69,58.9,71.7,1.62,250000,synthetic_training_sample,model_generated,,
Leo Popescu,United SC,FB,Left,EU,19,173,60.7,71.9,1496,0,1,0.0,0.1,2.27,14.38,88.5,2,0,5.6,2900,0,0,62.2,54,55.0,100.0,2.47,250000,synthetic_training_sample,model_generated,,
Adam Mendes,United CF,FB,Left,Africa,25,180,64.5,70.2,80,0,0,0.17,0.04,3.43,18.46,74.2,26,4,2.8,9000,0,0,72.7,76,49.2,75.7,1.99,250000,synthetic_training_sample,model_generated,,
Daniel Rossi,Athletic Club,ST,Right,South America,31,191,70.0,73.6,1586,2,0,0.16,0.04,1.02,10.79,82.6,12,2,2.0,5400,5,101,76.9,84,48.9,30.7,1.73,250000,synthetic_training_sample,model_generated,,
Alex Hansen,City Town,FB,Right,South America,19,182,75.6,73.3,3017,1,1,0.0,0.1,5.83,14.78,86.9,9,1,0.6,9100,2,0,63.1,54,69.7,32.4,1.98,250000,synthetic_training_sample,model_generated,,
Adam Fernandez,Inter Club,FB,Left,Asia,31,178,70.4,65.4,3161,1,3,0.03,0.03,2.79,14.63,87.6,38,6,1.0,9100,2,111,80.1,76,68.5,0.3,1.9,250000,synthetic_training_sample,model_generated,,
Daniel Bennett,United Town,W,Right,UK/Ireland,22,177,68.6,68.3,2195,2,1,0.08,0.11,5.16,14.37,76.8,8,1,1.5,4500,0,0,58.9,62,71.5,47.6,2.38,250000,synthetic_training_sample,model_generated,,
Adam Silva,City Town,GK,Right,EU,16,181,67.2,69.6,1464,0,0,0.02,0.05,0.0,2.65,90.6,29,3,2.5,10000,0,243,89.5,84,53.1,85.6,1.88,250000,synthetic_training_sample,model_generated,,
Luca Popescu,Olympique FC,ST,Left,Africa,19,170,62.7,67.4,1491,0,0,0.04,0.0,0.92,13.83,84.8,11,1,1.2,2600,0,23,77.1,91,58.6,86.3,1.14,250000,synthetic_training_sample,model_generated,,
Milan Petrov,Racing Club,CM,Right,EU,19,189,61.1,62.0,1375,0,0,0.0,0.01,2.64,17.09,80.6,25,4,1.6,5800,0,566,100.0,91,51.9,60.3,1.05,250000,synthetic_training_sample,model_generated,,
Arda Popescu,Real FC,CB,Left,South America,23,190,64.4,62.2,2905,2,0,0.0,0.05,0.75,11.7,97.4,24,3,0.7,6200,0,544,100.0,96,55.7,36.2,1.0,250000,synthetic_training_sample,model_generated,,
Elias Aydin,Olympique Town,DM,Left,EU,30,176,67.3,65.8,2280,0,1,0.06,0.0,1.94,18.38,82.8,11,2,2.2,4400,0,546,83.9,76,57.4,24.3,2.07,250000,synthetic_training_sample,model_generated,,
Karim Fernandez,Inter CF,FB,Left,South America,28,172,62.3,69.4,1505,0,1,0.07,0.04,2.62,12.98,79.3,5,1,0.6,2800,0,235,83.6,62,47.4,70.4,1.59,250000,synthetic_training_sample,model_generated,,
Luca Garcia,Olympique CF,AM,Left,UK/Ireland,24,191,68.8,66.4,1109,0,1,0.06,0.12,3.34,19.66,68.9,44,5,1.4,8200,0,0,65.5,69,46.8,29.7,2.01,250000,synthetic_training_sample,model_generated,,
Nico Silva,Sporting CF,CM,Left,Africa,21,171,60.2,61.5,693,0,1,0.1,0.06,1.06,15.04,73.2,23,3,5.7,2000,0,0,82.3,84,54.1,63.6,1.64,250000,synthetic_training_sample,model_generated,,
Nico Martinez,Olympique FC,CB,Right,EU,28,185,65.5,64.7,1701,0,0,0.0,0.06,0.89,9.97,84.9,55,8,5.1,3700,1,163,87.6,76,56.2,38.2,1.85,250000,synthetic_training_sample,model_generated,,
Noah Okafor,Athletic FC,AM,Both,EU,26,177,65.6,62.6,1391,0,0,0.13,0.14,2.59,14.78,73.9,58,8,2.0,7000,0,164,89.1,69,52.4,27.8,1.3,250000,synthetic_training_sample,model_generated,,
Karim Rossi,Olympique Town,CB,Left,Asia,33,179,71.3,68.8,1964,0,0,0.15,0.01,2.47,7.92,84.1,37,4,3.2,9800,8,448,89.9,84,53.3,8.3,1.49,250000,synthetic_training_sample,model_generated,,
Karim Aydin,Athletic CF,W,Left,South America,28,166,63.2,69.4,3216,1,0,0.04,0.04,1.95,13.14,99.0,15,2,1.1,8400,0,0,59.7,69,54.5,75.7,1.59,250000,synthetic_training_sample,model_generated,,
Oscar Rossi,Racing CF,CB,Right,Africa,31,188,63.7,71.7,1418,0,0,0.0,0.02,0.04,7.85,86.6,9,1,0.1,7100,1,0,89.4,91,64.6,83.3,1.54,250000,synthetic_training_sample,model_generated,,
Mateo Petrov,Olympique FC,W,Right,UK/Ireland,25,174,69.0,70.1,411,0,0,0.09,0.1,4.08,17.98,70.5,19,3,2.6,2300,1,0,58.1,69,49.6,46.0,1.87,250000,synthetic_training_sample,model_generated,,
Nico Fernandez,Racing SC,CM,Both,Africa,25,184,61.3,61.3,377,0,0,0.1,0.0,2.75,21.98,88.4,18,2,2.6,4700,0,0,68.7,76,59.8,58.5,1.67,250000,synthetic_training_sample,model_generated,,
Ivan Santos,Inter SC,CM,Right,EU,26,170,62.7,68.0,738,0,0,0.16,0.01,1.97,13.68,89.1,11,1,3.2,6900,0,0,68.9,69,50.2,64.1,2.29,250000,synthetic_training_sample,model_generated,,
Arda Bennett,City FC,DM,Right,EU,28,185,64.3,71.4,665,1,0,0.11,0.08,1.71,14.26,68.2,19,3,1.4,4700,0,0,76.6,76,49.1,84.0,1.44,250000,synthetic_training_sample,model_generated,,
Ivan Popescu,Olympique CF,W,Right,North America,27,183,64.1,61.9,337,0,0,0.08,0.13,1.43,18.05,85.7,16,2,1.0,6500,1,401,99.3,91,47.7,38.8,1.91,250000,synthetic_training_sample,model_generated,,
Arda Okafor,Real Club,ST,Right,EU,23,186,63.8,66.5,572,1,0,0.14,0.13,0.78,6.2,58.5,30,5,1.8,3800,0,0,59.8,69,52.5,59.7,1.22,250000,synthetic_training_sample,model_generated,,
Elias Diallo,City CF,CB,Right,EU,18,194,70.2,69.9,2487,0,0,0.06,0.05,0.75,9.02,74.4,2,0,3.9,4400,0,0,71.2,69,73.1,50.4,1.65,250000,synthetic_training_sample,model_generated,,
Milan Martinez,Sporting Town,W,Left,Africa,30,171,66.0,68.0,1089,0,0,0.02,0.01,2.77,11.26,77.2,7,1,2.4,6400,1,0,82.7,69,57.7,42.0,1.98,250000,synthetic_training_sample,model_generated,,
Felix Kovac,Athletic SC,GK,Left,EU,32,190,74.7,72.9,2954,0,0,0.07,0.05,0.33,0.28,72.2,13,2,3.0,8100,5,646,89.8,76,69.2,26.7,1.81,250000,synthetic_training_sample,model_generated,,
Hugo Diallo,Racing CF,ST,Left,North America,20,189,65.2,62.9,971,3,1,0.33,0.03,1.73,13.81,81.7,7,1,3.6,14800,2,0,67.1,69,51.7,45.4,1.34,250000,synthetic_training_sample,model_generated,,
Mateo Dubois,Athletic Club,FB,Right,North America,31,175,75.1,72.7,3294,1,2,0.12,0.09,3.26,15.37,79.1,29,5,0.9,10900,7,0,52.6,62,69.4,35.1,1.71,250000,synthetic_training_sample,model_generated,,
Hugo Rossi,Real Club,GK,Right,Africa,21,179,70.6,72.3,989,0,0,0.08,0.0,0.51,0.0,70.2,18,3,1.8,13000,3,118,86.9,91,54.4,43.5,1.69,250000,synthetic_training_sample,model_generated,,
Leo Aydin,Athletic Club,CB,Right,Asia,29,183,67.1,66.9,1590,1,0,0.04,0.02,2.04,6.75,86.2,60,8,1.9,5400,2,216,83.6,69,52.7,44.0,1.86,250000,synthetic_training_sample,model_generated,,
Noah Popescu,Racing Club,FB,Left,EU,22,185,66.0,67.7,1199,0,0,0.04,0.03,2.34,11.72,78.1,11,1,2.9,12700,0,257,88.6,69,61.9,52.3,1.72,250000,synthetic_training_sample,model_generated,,
Arda Petrov,City Town,GK,Both,Africa,24,193,65.8,67.8,1386,0,0,0.15,0.0,0.05,1.0,72.1,1,0,2.9,4100,0,0,60.6,69,67.2,53.4,1.35,250000,synthetic_training_sample,model_generated,,
Enzo Moreau,Sporting CF,CB,Right,Africa,30,193,72.1,74.1,331,0,0,0.03,0.05,0.97,8.36,65.7,12,2,2.3,19100,2,293,88.4,84,62.5,50.7,1.55,250000,synthetic_training_sample,model_generated,,
Alex Costa,Sporting Club,FB,Right,UK/Ireland,30,178,70.2,69.2,547,0,1,0.04,0.08,4.11,13.43,72.2,2,0,1.9,15900,3,502,92.1,91,47.3,31.6,1.42,250000,synthetic_training_sample,model_generated,,
Hugo Costa,Athletic FC,GK,Left,South America,26,189,68.3,67.4,1615,0,0,0.02,0.0,0.74,3.13,83.2,20,3,3.3,8400,0,0,61.0,69,63.0,35.1,1.59,250000,synthetic_training_sample,model_generated,,
Milan Mendes,Real FC,DM,Both,Africa,23,184,68.5,67.5,1059,0,1,0.0,0.07,2.97,15.39,76.9,35,5,2.7,5500,0,0,63.1,69,71.6,36.5,1.68,250000,synthetic_training_sample,model_generated,,
Adam Ndiaye,Olympique Club,DM,Right,South America,19,183,76.1,71.8,3442,3,1,0.1,0.15,3.71,20.94,91.7,35,5,2.8,4800,4,0,65.3,76,79.4,32.6,1.38,250000,synthetic_training_sample,model_generated,,
Luca Hansen,Inter SC,AM,Right,Africa,35,180,72.6,73.0,2173,2,1,0.18,0.09,5.26,17.95,82.6,48,8,1.4,41600,3,380,84.4,76,61.5,15.1,2.14,250000,synthetic_training_sample,model_generated,,
Theo Costa,Real FC,W,Both,EU,29,176,63.7,62.1,823,0,0,0.03,0.1,2.92,16.95,80.8,3,0,5.7,9900,1,461,87.1,91,45.0,27.5,2.59,250000,synthetic_training_sample,model_generated,,
Enzo Mendes,Olympique CF,CM,Left,EU,28,171,70.9,71.5,1142,0,0,0.0,0.07,2.83,14.16,66.6,7,1,1.9,12700,2,0,65.5,69,60.2,35.9,1.76,250000,synthetic_training_sample,model_generated,,
Arda Silva,Sporting Club,AM,Right,Asia,24,179,66.8,67.5,2290,3,0,0.0,0.03,4.33,19.56,89.1,10,2,1.0,3300,0,0,70.0,69,59.6,50.3,1.45,250000,synthetic_training_sample,model_generated,,
Theo Ndiaye,City CF,W,Right,Africa,31,173,67.9,66.8,80,0,0,0.2,0.18,4.01,9.29,69.5,56,7,2.0,16400,3,563,100.0,84,56.1,29.1,1.64,250000,synthetic_training_sample,model_generated,,
Felix Kovac,Athletic CF,ST,Left,South America,36,183,78.2,76.3,3730,10,0,0.4,0.12,2.25,10.87,80.6,7,1,1.2,32800,3,314,75.1,84,94.1,16.6,1.69,250000,synthetic_training_sample,model_generated,,
Oscar Costa,Sporting Town,FB,Right,EU,29,186,69.4,75.9,1393,0,1,0.1,0.13,3.32,15.81,94.3,25,4,0.5,5000,0,0,38.7,54,60.9,60.6,1.76,240000,synthetic_training_sample,model_generated,,
Hugo Petrov,Sporting Club,ST,Right,EU,23,180,60.0,68.9,1359,0,0,0.09,0.0,1.41,15.98,90.1,22,3,0.3,3300,0,27,79.0,76,38.2,74.5,1.69,240000,synthetic_training_sample,model_generated,,
Karim Rossi,City Club,GK,Right,South America,25,191,63.5,69.1,1339,0,0,0.0,0.0,0.5,0.0,74.3,12,2,5.1,7400,0,0,82.7,76,57.6,68.6,1.58,240000,synthetic_training_sample,model_generated,,
Nico Okafor,Racing CF,CM,Both,Asia,23,180,63.7,63.7,1432,0,1,0.05,0.1,2.61,20.48,84.1,4,1,2.9,4400,0,0,56.2,69,44.4,46.2,2.1,240000,synthetic_training_sample,model_generated,,
Daniel Kovac,Racing FC,ST,Right,South America,28,177,65.4,65.5,1576,3,0,0.16,0.0,1.26,8.07,66.9,23,3,3.4,3900,0,82,70.2,69,66.5,26.1,1.69,240000,synthetic_training_sample,model_generated,,
Felix Costa,Racing FC,CB,Right,Asia,21,187,67.3,66.9,811,0,0,0.0,0.0,2.07,7.79,75.2,35,5,2.4,16600,0,0,73.8,62,45.9,54.0,1.74,240000,synthetic_training_sample,model_generated,,
Elias Silva,Athletic FC,CB,Right,South America,27,191,71.1,75.5,1801,1,0,0.01,0.03,0.46,14.27,96.1,14,2,1.6,5300,3,0,55.1,54,63.6,50.4,1.71,240000,synthetic_training_sample,model_generated,,
Felix Hansen,Real FC,GK,Both,South America,25,198,69.1,68.4,1214,0,0,0.0,0.01,1.09,0.0,74.9,4,0,2.8,3800,1,0,81.4,76,50.5,53.3,1.13,240000,synthetic_training_sample,model_generated,,
Daniel Ndiaye,United Town,CM,Left,EU,25,179,63.2,62.7,1897,1,1,0.09,0.05,1.16,24.87,99.0,32,4,0.8,4100,0,179,81.7,76,51.3,58.0,1.06,240000,synthetic_training_sample,model_generated,,
